,fname,image_height,image_width,start_x,start_y,end_x,end_y,detect_conf,mask,withoutMask
10648,3182.jpg,922,1230,1081,623,1099,654,0,0.89784944,0.10215058
10649,3182.jpg,922,1230,50,503,61,515,0,0.658268,0.34173194
10650,3182.jpg,922,1230,345,485,352,495,0,0.49339953,0.5066005
10651,3182.jpg,922,1230,516,521,526,533,0,0.12502053,0.87497944
10652,3182.jpg,922,1230,279,505,290,517,0,0.6908795,0.30912048
10653,3182.jpg,922,1230,154,464,163,474,0,0.32932186,0.67067814
10654,3736.jpg,845,1500,409,542,447,598,0,0.0013509059,0.99864906
10655,3736.jpg,845,1500,163,547,203,589,0,0.024016691,0.9759833
10656,3736.jpg,845,1500,1227,562,1259,613,0,0.015188671,0.9848113
10657,3736.jpg,845,1500,6,535,43,587,0,0.009182512,0.99081755
10658,3736.jpg,845,1500,585,498,606,525,0,0.00891721,0.9910828
10659,3736.jpg,845,1500,1391,569,1421,609,0,0.71694696,0.28305304
10660,3736.jpg,845,1500,512,507,536,535,0,0.00042140813,0.99957854
10661,3736.jpg,845,1500,222,550,273,615,0,0.00014211441,0.9998579
10662,3736.jpg,845,1500,1229,460,1254,491,0,0.0011638813,0.9988361
10663,3736.jpg,845,1500,1112,458,1133,486,0,0.00050673296,0.99949324
10664,3736.jpg,845,1500,790,538,821,576,0,0.13949445,0.86050564
10665,3736.jpg,845,1500,299,545,329,583,0,0.00309204,0.996908
10666,3736.jpg,845,1500,642,529,670,556,0,0.009457247,0.9905427
10667,3736.jpg,845,1500,596,540,625,584,0,0.4402468,0.5597532
10668,3736.jpg,845,1500,868,541,894,578,0,0.011667078,0.9883329
10669,3736.jpg,845,1500,737,523,757,551,0,0.022447543,0.9775524
10670,3736.jpg,845,1500,690,536,718,581,0,0.68596154,0.31403846
10671,3736.jpg,845,1500,849,517,868,543,0,0.38779023,0.6122098
10672,3736.jpg,845,1500,335,507,361,543,0,0.0001688935,0.9998311
10673,3736.jpg,845,1500,1086,585,1120,644,0,0.08149466,0.9185053
10674,3736.jpg,845,1500,478,529,505,560,0,0.6873463,0.31265363
10675,3736.jpg,845,1500,442,513,461,545,0,0.22023219,0.7797678
10676,3736.jpg,845,1500,1257,593,1286,647,0,0.67987204,0.320128
10677,3736.jpg,845,1500,101,528,135,558,0,0.00013204549,0.9998679
10678,3736.jpg,845,1500,270,505,296,542,0,0.32640028,0.6735997
10679,3736.jpg,845,1500,289,423,297,434,0,0.6491231,0.350877
10680,3736.jpg,845,1500,945,623,984,691,0,0.15752131,0.84247863
10681,3736.jpg,845,1500,287,456,300,472,0,0.88714415,0.11285586
10682,3736.jpg,845,1500,276,428,284,439,0,0.27215353,0.72784644
10683,3736.jpg,845,1500,266,435,274,447,0,0.75902075,0.2409792
10684,3736.jpg,845,1500,309,436,317,447,0,0.23052876,0.7694713
10685,3736.jpg,845,1500,1370,560,1389,587,0,0.17119415,0.82880586
10686,3736.jpg,845,1500,389,453,397,464,0,0.41440448,0.58559555
10687,3736.jpg,845,1500,302,419,308,427,0,0.13474672,0.86525327
10688,3736.jpg,845,1500,397,433,402,440,0,0.109785244,0.8902147
10689,3736.jpg,845,1500,759,513,773,534,0,0.012070184,0.9879298
10690,3736.jpg,845,1500,444,668,494,747,0,0.9577484,0.042251572
10691,2391.jpg,713,1024,588,116,685,231,0,0.0032582874,0.9967417
10692,2391.jpg,713,1024,336,98,483,258,0,0.99897635,0.0010236622
10693,2391.jpg,713,1024,829,155,900,218,0,0.99918145,0.0008185683
10694,2391.jpg,713,1024,201,120,279,177,0,0.9991165,0.000883526
10695,2391.jpg,713,1024,698,370,707,382,0,0.065476365,0.9345236
10696,1383.jpg,1200,1600,299,605,335,645,0,0.4988077,0.5011924
10697,1383.jpg,1200,1600,1306,583,1344,637,0,0.9966883,0.0033116734
10698,1383.jpg,1200,1600,572,582,612,639,0,0.99997854,2.1447238e-05
10699,1383.jpg,1200,1600,1127,557,1147,582,0,0.026975522,0.97302455
10700,1383.jpg,1200,1600,812,592,840,627,0,0.9948402,0.0051597795
10701,1383.jpg,1200,1600,1208,589,1231,628,0,0.3700022,0.6299978
10702,1383.jpg,1200,1600,738,594,753,623,0,0.85796326,0.14203675
10703,361.jpg,575,1024,922,337,953,382,0,0.018262431,0.9817376
10704,3667.jpg,312,470,211,119,256,176,0,0.015200295,0.98479974
10705,3667.jpg,312,470,122,81,152,113,0,0.0071275,0.9928725
10706,3667.jpg,312,470,117,39,128,52,0,0.29936033,0.7006397
10707,3667.jpg,312,470,35,61,53,77,0,0.870527,0.12947302
10708,3667.jpg,312,470,412,50,429,73,0,0.19805424,0.8019457
10709,3667.jpg,312,470,423,105,461,142,0,0.0022507699,0.99774927
10710,3667.jpg,312,470,335,55,351,73,0,0.9652425,0.034757502
10711,3667.jpg,312,470,131,47,146,62,0,0.79344904,0.20655099
10712,3667.jpg,312,470,76,38,83,48,0,0.3471712,0.6528289
10713,3667.jpg,312,470,178,37,184,44,0,0.28480524,0.71519476
10714,3667.jpg,312,470,207,46,214,55,0,0.68444145,0.31555855
10715,3667.jpg,312,470,454,45,461,52,0,0.6763501,0.3236499
10716,3667.jpg,312,470,156,32,161,39,0,0.67456126,0.32543874
10717,2531.jpg,736,800,384,313,406,343,0,0.0038300867,0.99616987
10718,2531.jpg,736,800,696,408,719,435,0,0.042930447,0.9570695
10719,2531.jpg,736,800,137,570,189,613,0,0.08364791,0.9163521
10720,2531.jpg,736,800,333,380,341,388,0,0.2993413,0.70065874
10721,3192.jpg,321,660,232,151,239,160,0,0.290405,0.709595
10722,3192.jpg,321,660,487,159,495,170,0,0.087287135,0.9127129
10723,3192.jpg,321,660,368,170,377,180,0,0.9130438,0.08695623
10724,3192.jpg,321,660,399,173,408,183,0,0.78936434,0.21063562
10725,3192.jpg,321,660,66,146,75,155,0,0.12556386,0.8744362
10726,3192.jpg,321,660,355,161,363,172,0,0.7690816,0.23091842
10727,3192.jpg,321,660,630,160,638,172,0,0.46753028,0.53246975
10728,3192.jpg,321,660,494,170,504,184,0,0.41723257,0.58276737
10729,3192.jpg,321,660,96,164,104,176,0,0.8371274,0.16287264
10730,3192.jpg,321,660,368,156,376,166,0,0.8096022,0.19039781
10731,3192.jpg,321,660,79,159,89,172,0,0.17711094,0.82288903
10732,3192.jpg,321,660,527,150,534,159,0,0.57859665,0.42140332
10733,3192.jpg,321,660,485,151,492,161,0,0.35448843,0.64551157
10734,3192.jpg,321,660,320,151,325,158,0,0.40788332,0.59211665
10735,3192.jpg,321,660,124,150,130,157,0,0.3805585,0.6194415
10736,3928.jpg,341,512,303,165,316,181,0,0.52688116,0.47311878
10737,3928.jpg,341,512,359,164,371,178,0,0.72943366,0.27056637
10738,3928.jpg,341,512,259,157,275,177,0,0.82579774,0.17420226
10739,2529.jpg,602,800,163,98,204,152,0,0.9438181,0.056181934
10740,2529.jpg,602,800,540,77,590,141,0,0.9961392,0.0038607256
10741,2529.jpg,602,800,333,66,382,132,0,0.9976261,0.0023738933
10742,2529.jpg,602,800,353,36,383,65,0,0.14644001,0.85356
10743,833.jpg,428,640,548,255,574,294,0,0.0070592915,0.99294066
10744,833.jpg,428,640,172,261,181,273,0,0.47290874,0.52709126
10745,833.jpg,428,640,581,219,589,233,0,0.5402141,0.4597859
10746,833.jpg,428,640,517,222,530,237,0,0.6788143,0.32118565
10747,833.jpg,428,640,78,256,84,263,0,0.5699429,0.43005714
10748,833.jpg,428,640,56,253,63,261,0,0.5923278,0.40767223
10749,833.jpg,428,640,130,254,136,261,0,0.31278682,0.6872132
10750,833.jpg,428,640,119,251,125,258,0,0.3270615,0.67293847
10751,833.jpg,428,640,149,257,154,263,0,0.6641326,0.33586743
10752,889.jpg,351,780,420,54,453,92,0,0.98601574,0.013984243
10753,889.jpg,351,780,591,89,615,119,0,0.4600539,0.5399462
10754,889.jpg,351,780,649,49,670,76,0,0.9290508,0.070949145
10755,889.jpg,351,780,421,212,452,260,0,0.99925596,0.00074398675
10756,889.jpg,351,780,574,21,586,46,0,0.6677682,0.33223185
10757,2265.jpg,428,650,140,157,155,175,0,0.9038969,0.09610309
10758,2265.jpg,428,650,59,154,73,170,0,0.6454354,0.35456455
10759,2265.jpg,428,650,237,363,275,416,0,0.59168965,0.4083103
10760,2265.jpg,428,650,515,99,529,117,0,0.64628285,0.3537171
10761,2265.jpg,428,650,472,91,482,105,0,0.7260069,0.2739931
10762,2265.jpg,428,650,93,203,111,231,0,0.6678279,0.332172
10763,2265.jpg,428,650,25,239,48,273,0,0.14556561,0.85443443
10764,2265.jpg,428,650,322,143,332,158,0,0.351507,0.648493
10765,2265.jpg,428,650,247,157,257,174,0,0.5802678,0.41973215
10766,2265.jpg,428,650,259,188,272,212,0,0.57776356,0.42223647
10767,2265.jpg,428,650,342,156,351,170,0,0.85411745,0.1458825
10768,2265.jpg,428,650,248,146,258,159,0,0.14842948,0.8515705
10769,2265.jpg,428,650,404,197,416,220,0,0.20068724,0.7993127
10770,1269.jpg,989,1600,446,213,509,297,0,0.99998975,1.0250943e-05
10771,2004.jpg,422,660,376,83,433,155,0,0.00030723916,0.9996928
10772,2004.jpg,422,660,182,110,234,178,0,0.914443,0.08555702
10773,2004.jpg,422,660,4,14,22,39,0,0.022871973,0.977128
10774,1607.jpg,360,640,495,28,531,67,0,0.04130854,0.9586915
10775,1607.jpg,360,640,342,165,505,345,0,0.31425443,0.68574554
10776,1607.jpg,360,640,371,105,381,123,0,0.6280012,0.37199876
10777,1303.jpg,513,800,171,195,225,260,0,0.9997943,0.00020568493
10778,1303.jpg,513,800,387,103,437,168,0,0.99988246,0.00011758213
10779,1303.jpg,513,800,656,191,705,254,0,0.9221099,0.07789014
10780,3884.jpg,422,665,55,170,89,210,0,0.9992354,0.0007645874
10781,3884.jpg,422,665,419,133,456,189,0,0.99921036,0.0007895901
10782,3884.jpg,422,665,29,187,57,222,0,0.1783758,0.8216242
10783,3884.jpg,422,665,268,114,312,177,0,0.99988484,0.00011518375
10784,2814.jpg,660,990,637,219,685,280,0,0.77389944,0.22610056
10785,3042.jpg,400,700,391,293,402,307,0,0.6049333,0.39506665
10786,3042.jpg,400,700,429,232,437,244,0,0.44751903,0.55248094
10787,3042.jpg,400,700,104,265,119,284,0,0.77129984,0.22870012
10788,2525.jpg,547,800,617,204,658,255,0,0.07596016,0.9240398
10789,2525.jpg,547,800,552,201,599,262,0,0.00041985,0.9995802
10790,2525.jpg,547,800,80,217,122,268,0,0.0010162198,0.9989838
10791,2525.jpg,547,800,391,225,432,272,0,0.024032746,0.9759672
10792,2525.jpg,547,800,190,173,243,250,0,0.00014539558,0.99985456
10793,2525.jpg,547,800,445,162,506,244,0,7.702614e-06,0.99999225
10794,2525.jpg,547,800,698,251,727,283,0,0.3736437,0.6263563
10795,2525.jpg,547,800,255,203,292,253,0,0.25366867,0.7463314
10796,2610.jpg,333,620,1,157,29,191,0,0.002119153,0.9978809
10797,2610.jpg,333,620,267,187,284,207,0,0.31773704,0.68226296
10798,2610.jpg,333,620,69,202,89,232,0,0.6919958,0.30800423
10799,2610.jpg,333,620,80,115,101,144,0,0.026864536,0.9731355
10800,2610.jpg,333,620,121,178,140,204,0,0.25186527,0.74813473
10801,2610.jpg,333,620,169,109,192,139,0,0.7595204,0.24047966
10802,2610.jpg,333,620,51,113,69,136,0,0.34959075,0.6504093
10803,2610.jpg,333,620,374,119,393,144,0,0.030430233,0.96956974
10804,2610.jpg,333,620,193,134,210,154,0,0.6669596,0.33304048
10805,1753.jpg,409,640,172,46,205,91,0,0.000553477,0.9994466
10806,1753.jpg,409,640,282,127,303,155,0,0.21225488,0.7877451
10807,1753.jpg,409,640,500,158,509,168,0,0.23732294,0.7626771
10808,1753.jpg,409,640,350,144,366,169,0,0.0493105,0.95068944
10809,1753.jpg,409,640,551,140,574,162,0,0.25724083,0.7427591
10810,1753.jpg,409,640,458,165,466,177,0,0.066483445,0.93351656
10811,1753.jpg,409,640,402,153,419,168,0,0.09192469,0.9080753
10812,1753.jpg,409,640,68,160,74,170,0,0.35606512,0.6439349
10813,1753.jpg,409,640,105,139,112,149,0,0.3751637,0.62483627
10814,1867.jpg,956,1276,491,465,531,519,0,0.0016672156,0.9983328
10815,2537.jpg,533,800,386,238,412,267,0,0.2363149,0.7636851
10816,2537.jpg,533,800,551,256,573,279,0,0.2313811,0.7686189
10817,2537.jpg,533,800,304,263,322,283,0,0.15867321,0.84132683
10818,2537.jpg,533,800,51,274,67,296,0,0.08222339,0.91777664
10819,2537.jpg,533,800,488,262,509,284,0,0.14293902,0.857061
10820,2537.jpg,533,800,331,253,347,274,0,0.11852258,0.8814774
10821,2537.jpg,533,800,453,239,473,263,0,0.71424824,0.28575173
10822,2537.jpg,533,800,87,295,106,318,0,0.91205883,0.08794121
10823,2537.jpg,533,800,574,250,586,266,0,0.6767477,0.32325232
10824,2537.jpg,533,800,261,248,273,267,0,0.61465013,0.38534987
10825,2537.jpg,533,800,203,351,228,383,0,0.008604279,0.9913958
10826,3856.jpg,553,1000,681,354,704,383,0,0.5152649,0.484735
10827,3856.jpg,553,1000,880,280,891,297,0,0.23842956,0.76157045
10828,3856.jpg,553,1000,375,329,396,356,0,0.0061596055,0.99384034
10829,3856.jpg,553,1000,779,278,791,294,0,0.44398582,0.5560142
10830,3856.jpg,553,1000,0,296,24,335,0,0.025437808,0.97456217
10831,3856.jpg,553,1000,588,299,607,322,0,0.00063222187,0.9993678
10832,3856.jpg,553,1000,752,283,767,300,0,0.28253016,0.7174699
10833,3856.jpg,553,1000,331,279,343,295,0,0.49810964,0.5018903
10834,3856.jpg,553,1000,472,367,496,402,0,0.90082014,0.09917989
10835,3856.jpg,553,1000,412,247,422,261,0,0.5495532,0.45044675
10836,3856.jpg,553,1000,929,235,940,247,0,0.21429355,0.7857065
10837,3856.jpg,553,1000,723,318,739,345,0,0.49179974,0.5082003
10838,3856.jpg,553,1000,970,259,980,273,0,0.09550161,0.90449834
10839,3856.jpg,553,1000,917,285,927,302,0,0.09301652,0.9069835
10840,3856.jpg,553,1000,269,273,278,285,0,0.7135079,0.28649217
10841,3856.jpg,553,1000,725,286,735,303,0,0.93796724,0.06203272
10842,3856.jpg,553,1000,452,259,460,270,0,0.16590036,0.8340996
10843,3856.jpg,553,1000,57,248,64,257,0,0.13475193,0.8652481
10844,3856.jpg,553,1000,307,274,314,284,0,0.52756387,0.4724362
10845,3856.jpg,553,1000,810,239,815,246,0,0.5963524,0.40364757
10846,3856.jpg,553,1000,71,256,79,267,0,0.22705925,0.7729407
10847,3856.jpg,553,1000,488,284,498,300,0,0.85536176,0.14463824
10848,3856.jpg,553,1000,476,239,481,245,0,0.4444965,0.5555035
10849,3856.jpg,553,1000,350,257,358,268,0,0.196485,0.80351496
10850,3856.jpg,553,1000,295,289,305,303,0,0.5655211,0.43447882
10851,3856.jpg,553,1000,857,222,861,228,0,0.44957522,0.55042475
10852,3856.jpg,553,1000,735,227,741,234,0,0.39230105,0.6076989
10853,3856.jpg,553,1000,910,236,916,244,0,0.5466966,0.45330343
10854,3856.jpg,553,1000,401,262,408,274,0,0.46564195,0.534358
10855,3856.jpg,553,1000,383,277,394,290,0,0.26722318,0.7327768
10856,3856.jpg,553,1000,246,256,255,271,0,0.42357624,0.5764237
10857,3856.jpg,553,1000,840,241,846,248,0,0.21623705,0.7837629
10858,3856.jpg,553,1000,354,275,361,285,0,0.5276607,0.4723392
10859,3856.jpg,553,1000,805,266,813,275,0,0.43166795,0.5683321
10860,3856.jpg,553,1000,701,227,706,234,0,0.30377412,0.6962259
10861,3856.jpg,553,1000,449,229,454,236,0,0.75262856,0.24737145
10862,3856.jpg,553,1000,224,267,231,275,0,0.29076654,0.70923346
10863,3856.jpg,553,1000,869,254,876,264,0,0.14726517,0.8527348
10864,3856.jpg,553,1000,299,241,304,248,0,0.3820233,0.61797667
10865,3856.jpg,553,1000,320,307,329,325,0,0.9275099,0.07249018
10866,3856.jpg,553,1000,445,247,452,256,0,0.023472149,0.97652787
10867,3856.jpg,553,1000,821,265,829,275,0,0.52945864,0.47054133
10868,3856.jpg,553,1000,966,294,980,311,0,0.115410484,0.8845895
10869,3856.jpg,553,1000,462,237,468,244,0,0.085046194,0.9149538
10870,3856.jpg,553,1000,179,268,185,276,0,0.29507694,0.7049231
10871,3856.jpg,553,1000,217,267,223,276,0,0.26574633,0.73425364
10872,3856.jpg,553,1000,290,241,294,246,0,0.21235557,0.78764445
10873,3856.jpg,553,1000,280,272,288,284,0,0.53087926,0.46912074
10874,3856.jpg,553,1000,364,261,370,270,0,0.43580624,0.5641937
10875,3856.jpg,553,1000,938,302,953,321,0,0.2415811,0.75841886
10876,3856.jpg,553,1000,987,293,997,307,0,0.15321153,0.8467884
10877,3856.jpg,553,1000,13,256,20,265,0,0.29782847,0.7021715
10878,3856.jpg,553,1000,260,238,264,242,0,0.38337335,0.6166266
10879,3856.jpg,553,1000,773,233,778,239,0,0.44044712,0.5595529
10880,3856.jpg,553,1000,785,257,790,264,0,0.52100575,0.47899422
10881,3856.jpg,553,1000,177,255,183,262,0,0.23336832,0.76663166
10882,3856.jpg,553,1000,830,239,837,247,0,0.17020476,0.8297953
10883,3856.jpg,553,1000,385,234,390,240,0,0.66346675,0.33653328
10884,342.jpg,640,960,440,98,499,170,0,0.4908045,0.50919557
10885,342.jpg,640,960,89,209,119,245,0,0.5589227,0.44107726
10886,342.jpg,640,960,48,175,78,214,0,0.03399659,0.96600336
10887,342.jpg,640,960,258,139,296,179,0,0.8493916,0.1506084
10888,342.jpg,640,960,126,197,163,241,0,0.9724161,0.027583823
10889,342.jpg,640,960,77,185,99,212,0,0.79086304,0.20913698
10890,342.jpg,640,960,64,152,86,177,0,0.2969496,0.70305043
10891,342.jpg,640,960,543,156,557,173,0,0.026359495,0.9736405
10892,342.jpg,640,960,581,163,597,185,0,0.08479151,0.9152085
10893,342.jpg,640,960,648,142,688,215,0,0.8606506,0.13934946
10894,3555.jpg,445,800,129,21,291,206,0,0.9993383,0.0006616
10895,3555.jpg,445,800,346,31,393,96,0,0.0052471776,0.99475276
10896,3555.jpg,445,800,393,58,435,105,0,0.8261346,0.17386536
10897,3555.jpg,445,800,425,19,458,57,0,0.5680153,0.43198472
10898,149.jpg,276,414,134,93,177,132,0,0.94387627,0.056123734
10899,149.jpg,276,414,295,74,314,98,0,0.19498326,0.80501676
10900,149.jpg,276,414,39,74,51,87,0,0.7081126,0.2918874
10901,149.jpg,276,414,359,77,371,92,0,0.34791976,0.65208024
10902,149.jpg,276,414,11,72,23,84,0,0.3092873,0.69071275
10903,149.jpg,276,414,169,74,191,103,0,0.5674679,0.4325321
10904,149.jpg,276,414,253,78,265,92,0,0.44669408,0.553306
10905,149.jpg,276,414,232,77,242,88,0,0.31786498,0.68213505
10906,149.jpg,276,414,66,63,82,84,0,0.95495147,0.045048524
10907,1113.jpg,450,600,201,83,237,130,0,0.043092124,0.9569078
10908,1113.jpg,450,600,411,114,430,144,0,0.7659933,0.2340067
10909,719.jpg,657,1024,514,361,524,372,0,0.7497787,0.25022125
10910,719.jpg,657,1024,420,338,436,357,0,0.09190194,0.908098
10911,3842.jpg,380,681,519,267,537,289,0,0.92159474,0.0784053
10912,3842.jpg,380,681,331,208,342,224,0,0.4188306,0.58116937
10913,3842.jpg,380,681,196,207,210,222,0,0.95173234,0.048267636
10914,3842.jpg,380,681,419,184,428,194,0,0.33052805,0.6694719
10915,3842.jpg,380,681,456,216,466,226,0,0.13872376,0.8612762
10916,3842.jpg,380,681,342,162,348,170,0,0.26724336,0.7327566
10917,3842.jpg,380,681,54,134,60,141,0,0.45525253,0.5447474
10918,3842.jpg,380,681,200,163,206,171,0,0.06883758,0.9311625
10919,3842.jpg,380,681,457,159,462,166,0,0.20968856,0.7903114
10920,4128.jpg,422,750,589,268,621,309,0,0.21339148,0.7866085
10921,4128.jpg,422,750,202,204,213,218,0,0.91314524,0.086854726
10922,4128.jpg,422,750,87,242,102,262,0,0.7434635,0.2565365
10923,4128.jpg,422,750,251,249,272,276,0,0.92877,0.071230024
10924,4128.jpg,422,750,587,188,597,201,0,0.51047313,0.48952684
10925,4128.jpg,422,750,542,179,559,202,0,0.11060697,0.889393
10926,4128.jpg,422,750,546,156,553,166,0,0.6639927,0.33600733
10927,4128.jpg,422,750,315,209,325,222,0,0.5618012,0.43819878
10928,4128.jpg,422,750,590,158,598,168,0,0.3529623,0.64703774
10929,4128.jpg,422,750,412,189,421,199,0,0.5420914,0.45790857
10930,4128.jpg,422,750,129,283,143,307,0,0.3384125,0.6615875
10931,4128.jpg,422,750,422,213,432,223,0,0.6873418,0.31265816
10932,4128.jpg,422,750,377,174,383,185,0,0.2995297,0.70047027
10933,4128.jpg,422,750,157,179,163,189,0,0.25572178,0.7442782
10934,4128.jpg,422,750,296,175,305,185,0,0.18732777,0.81267226
10935,4128.jpg,422,750,45,222,55,232,0,0.34904453,0.6509555
10936,4128.jpg,422,750,248,303,267,330,0,0.0996103,0.90038973
10937,4128.jpg,422,750,0,233,7,246,0,0.4925431,0.50745684
10938,4128.jpg,422,750,469,170,477,179,0,0.44835877,0.5516413
10939,4128.jpg,422,750,482,164,490,172,0,0.31809753,0.6819024
10940,4128.jpg,422,750,352,169,357,176,0,0.15941136,0.8405886
10941,3390.jpg,1819,3973,2913,861,3010,1001,0,0.9995691,0.00043082127
10942,3390.jpg,1819,3973,3132,849,3243,999,0,0.99996865,3.139284e-05
10943,3390.jpg,1819,3973,2152,557,2244,687,0,0.9957689,0.004231097
10944,3390.jpg,1819,3973,1415,802,1503,912,0,0.9948881,0.0051118736
10945,3390.jpg,1819,3973,651,866,752,1001,0,0.99928576,0.0007142645
10946,3390.jpg,1819,3973,476,837,584,1007,0,0.99969316,0.00030685274
10947,3390.jpg,1819,3973,1254,359,1329,462,0,7.426761e-06,0.9999926
10948,3390.jpg,1819,3973,229,833,342,1030,0,0.9889098,0.011090256
10949,3390.jpg,1819,3973,3600,829,3706,1019,0,0.8600478,0.13995221
10950,3114.jpg,289,460,250,112,290,168,0,0.9996885,0.00031156075
10951,3114.jpg,289,460,350,139,389,189,0,0.83598036,0.16401969
10952,3114.jpg,289,460,217,27,257,71,0,0.9988018,0.0011981181
10953,3114.jpg,289,460,430,72,458,129,0,0.5941405,0.40585947
10954,3114.jpg,289,460,85,123,130,172,0,0.031099956,0.9689001
10955,4033.jpg,365,650,456,64,493,94,0,0.021538137,0.97846186
10956,564.jpg,533,800,542,290,560,312,0,0.05403536,0.94596463
10957,564.jpg,533,800,577,298,594,317,0,0.34244362,0.6575564
10958,564.jpg,533,800,627,286,643,307,0,0.054164167,0.9458359
10959,564.jpg,533,800,473,312,488,331,0,0.12157084,0.87842923
10960,564.jpg,533,800,508,358,522,375,0,0.56910056,0.4308994
10961,564.jpg,533,800,391,306,406,325,0,0.04157456,0.9584254
10962,564.jpg,533,800,361,314,376,333,0,0.05291786,0.94708216
10963,739.jpg,776,800,533,177,622,297,0,0.9989586,0.0010413884
10964,739.jpg,776,800,133,192,222,319,0,0.9991166,0.00088343717
10965,291.jpg,340,512,221,135,234,149,0,0.39197057,0.60802937
10966,291.jpg,340,512,279,148,290,162,0,0.8920209,0.10797916
10967,291.jpg,340,512,326,152,336,164,0,0.2026101,0.7973899
10968,291.jpg,340,512,173,145,184,157,0,0.17006247,0.8299376
10969,291.jpg,340,512,369,144,379,156,0,0.80190855,0.19809148
10970,291.jpg,340,512,117,153,126,162,0,0.61720735,0.38279268
10971,291.jpg,340,512,76,159,84,168,0,0.24829537,0.75170463
10972,291.jpg,340,512,97,152,105,161,0,0.7162461,0.28375384
10973,291.jpg,340,512,156,141,166,152,0,0.5093643,0.49063563
10974,291.jpg,340,512,196,142,206,153,0,0.96163505,0.038364973
10975,291.jpg,340,512,128,147,137,157,0,0.5933422,0.40665781
10976,291.jpg,340,512,256,153,264,163,0,0.5225697,0.47743022
10977,291.jpg,340,512,418,157,427,169,0,0.49576113,0.50423884
10978,291.jpg,340,512,67,160,75,168,0,0.7589341,0.24106583
10979,291.jpg,340,512,49,165,56,172,0,0.5901785,0.4098215
10980,291.jpg,340,512,146,147,152,154,0,0.19173704,0.80826294
10981,291.jpg,340,512,292,153,299,162,0,0.1935522,0.8064478
10982,3266.jpg,360,480,375,85,409,131,0,0.009095557,0.9909045
10983,2428.jpg,468,665,435,160,476,211,0,0.051294077,0.948706
10984,2428.jpg,468,665,478,105,515,167,0,0.9999939,6.1026662e-06
10985,2428.jpg,468,665,313,168,322,178,0,0.69270915,0.30729088
10986,2428.jpg,468,665,321,172,328,183,0,0.81467044,0.18532956
10987,1446.jpg,666,1000,660,306,682,332,0,0.00227255,0.99772745
10988,1446.jpg,666,1000,526,358,567,417,0,0.00019901361,0.999801
10989,1446.jpg,666,1000,187,326,212,357,0,0.003271533,0.9967284
10990,1446.jpg,666,1000,794,338,823,374,0,0.020905014,0.97909504
10991,1446.jpg,666,1000,298,344,337,387,0,0.0024821104,0.99751794
10992,1446.jpg,666,1000,338,295,351,313,0,0.6135672,0.3864329
10993,1446.jpg,666,1000,30,305,44,324,0,0.58663285,0.41336718
10994,1446.jpg,666,1000,455,436,536,523,0,0.90711796,0.09288196
10995,1446.jpg,666,1000,698,277,709,293,0,0.58825976,0.4117402
10996,1446.jpg,666,1000,100,285,113,301,0,0.61882234,0.38117772
10997,1446.jpg,666,1000,585,290,596,307,0,0.55716556,0.44283444
10998,1446.jpg,666,1000,505,305,523,324,0,0.20106933,0.79893064
10999,1446.jpg,666,1000,78,282,90,296,0,0.48422763,0.51577234
11000,1446.jpg,666,1000,30,352,52,383,0,0.003402341,0.9965977
11001,1446.jpg,666,1000,740,351,763,387,0,0.042825118,0.9571749
11002,1446.jpg,666,1000,636,355,664,399,0,0.00041233873,0.9995877
11003,1446.jpg,666,1000,395,292,407,309,0,0.79148173,0.20851822
11004,1446.jpg,666,1000,374,287,385,300,0,0.20655304,0.793447
11005,1446.jpg,666,1000,462,284,475,301,0,0.3175967,0.6824033
11006,1446.jpg,666,1000,86,314,107,341,0,0.065402396,0.9345976
11007,1446.jpg,666,1000,313,287,324,303,0,0.5052047,0.49479535
11008,1446.jpg,666,1000,47,304,66,328,0,0.21051642,0.78948355
11009,1446.jpg,666,1000,641,285,653,302,0,0.6090863,0.39091375
11010,1446.jpg,666,1000,905,300,923,320,0,0.32618803,0.67381203
11011,1446.jpg,666,1000,359,271,367,280,0,0.43179843,0.56820154
11012,1446.jpg,666,1000,524,290,540,312,0,0.24455196,0.755448
11013,1446.jpg,666,1000,402,283,413,299,0,0.5465138,0.4534862
11014,1446.jpg,666,1000,137,289,147,304,0,0.7005254,0.29947466
11015,1446.jpg,666,1000,474,273,480,282,0,0.7084671,0.2915328
11016,1446.jpg,666,1000,607,293,618,308,0,0.6702768,0.32972324
11017,1446.jpg,666,1000,246,281,254,291,0,0.5001512,0.49984884
11018,1446.jpg,666,1000,275,304,294,329,0,0.4365236,0.56347644
11019,1446.jpg,666,1000,627,275,635,284,0,0.5212954,0.47870454
11020,1446.jpg,666,1000,680,277,691,292,0,0.457662,0.542338
11021,1446.jpg,666,1000,430,287,441,300,0,0.29992563,0.7000744
11022,1446.jpg,666,1000,166,304,183,329,0,0.14906551,0.85093445
11023,1446.jpg,666,1000,972,274,982,288,0,0.62321717,0.3767828
11024,1446.jpg,666,1000,511,277,519,288,0,0.38793343,0.6120665
11025,1446.jpg,666,1000,744,276,754,288,0,0.40710524,0.59289485
11026,1446.jpg,666,1000,536,283,547,298,0,0.3942535,0.6057465
11027,1446.jpg,666,1000,220,298,230,310,0,0.30251783,0.69748217
11028,1446.jpg,666,1000,862,277,872,289,0,0.30627182,0.69372815
11029,1446.jpg,666,1000,198,295,207,308,0,0.821716,0.17828396
